1	3870639.4662995283	
121	3856691.387512123	
241	3823302.0368291973	
361	3771408.26969088	
481	3701809.621437974	
601	3614662.585584493	
721	3510065.0250430643	
841	3389650.0245099925	
961	3251987.729756291	
1081	3097944.1333637405	
1201	2928202.955549059	
1321	2745082.926703694	
1441	2553093.734443879	
1561	2356210.059697323	
1681	2161732.98767926	
1801	1981200.4360852384	
1921	1827796.883526995	
2041	1709314.60242028	
2161	1633126.5797750521	
2281	1598559.737229681	
2401	1600755.759774506	
2521	1638074.611512909	
1	4351158.3932700185	
121	4329424.651265643	
241	4284469.363390102	
361	4213388.189265189	
481	4125633.8514965475	
601	4016551.0805147933	
721	3908138.900951909	
841	3755116.0997475316	
961	3602006.8638887536	
1081	3397983.5935773873	
1201	3173605.0514524197	
1321	2978017.3207589197	
1441	2729101.1539484737	
1561	2493927.9361899877	
1681	2223635.052438426	
1801	2017477.0618273306	
1921	1840821.110914024	
2041	1653938.9699333436	
2161	1548825.236589992	
2281	1561183.6738822365	
2401	1644200.4010891914	
2521	1797869.269951539	
2641	2007153.8700453902	
2761	2209288.532656193	
2881	2450920.3376302957	
3001	2671308.7567046215	
3121	2934731.7547014356	
3241	3152731.928148198	
3361	3387674.2139845276	
3481	3598318.8356591654	
3601	3794353.4621005203	
3721	3935642.379308233	
3841	4087602.2481234004	
3961	4208285.766722288	
4081	4307384.784954291	
4201	4391183.601430445	
4321	4461563.155658479	
4441	4518253.03348156	
4561	4564253.325487928	
4681	4598737.962639208	
4801	4621922.22715517	
4921	4635594.01090054	
5041	4639998.638417111	
5161	4632222.575370298	
5281	4616527.814305153	
5401	4593386.369408431	
5521	4566320.802379794	
5641	4533845.570193281	
5761	4501217.411970067	
5881	4469859.648539877	
6001	4439996.105257945	
6121	4413731.734029369	
6241	4392759.556880781	
6361	4382426.594775272	
6481	4386984.298174419	
6601	4402396.6229860475	
6721	4427415.309954793	
6841	4460720.431927288	
6961	4500760.466007691	
7081	4545965.244277487	
7201	4600966.161882877	
7321	4658644.660189161	
7441	4707064.452992421	
7561	4755408.921745663	
7681	4799152.5570299765	
7801	4832531.461456218	
7921	4861449.178165951	
8041	4882795.419875288	
8161	4893827.693551502	
8281	4896402.082270413	
8401	4889956.709222503	
8521	4876488.245481458	
8641	4856827.533868542	
8761	4830623.889893003	
8881	4798224.9666263815	
9001	4760254.519806547	
9121	4723487.298986712	
9241	4678609.775462408	
9361	4638995.611089525	
9481	4599211.286131587	
9601	4561051.545944691	
9721	4525952.760383539	
9841	4492928.182239946	
9961	4461636.826448031	
10081	4429647.7402142	
10201	4395976.716500921	
10321	4365273.749805117	
10441	4337468.558086896	
10561	4314390.256949067	
10681	4294529.891636255	
10801	4276119.280375018	
10921	4256711.225048241	
11041	4236613.86085262	
11161	4214375.638706183	
11281	4192788.620702276	
11401	4168705.7885181047	
11521	4145202.345888624	
11641	4118819.8825785923	
11761	4095259.7333852625	
11881	4072593.9672156046	
12001	4053741.5234407852	
12121	4038275.2094002627	
12241	4028028.6961346054	
12361	4022957.4683754016	
